 21 , 1952 ,  4.0, 24.8
 22 , 1953 , 17.0,116.6
 23 , 1954 , 13.0, 78.6
 24 , 1955 , 43.0,262.6
 25 , 1956 , 45.0,275.7
 26 , 1957 , 39.0,223.3
 27 , 1958 ,  5.0, 30.0
 28 , 1959 , 12.0, 78.4
 29 , 1960 ,  4.0, 27.6
 30 , 1961 , 12.0, 86.4
 31 , 1962 , 13.0, 87.2
 32 , 1963 , 12.0, 74.0
 33 , 1964 , 27.0,140.3
 34 , 1965 ,  2.0,  8.7
 35 , 1966 ,  5.0, 24.7
 36 , 1968 , 45.0,249.7
 37 , 1969 , 21.0,109.4
 38 , 1970 , 14.0, 74.2
 39 , 1971 , 11.0, 63.2
 40 , 1972 , 22.0,124.3
 41 , 1973 , 14.0, 81.3
 42 , 1974 , 17.0, 95.9
 43 , 1975 , 13.0, 69.7
 44 , 1976 , 18.0,100.5
 45 , 1977 ,  4.0, 15.6
 46 , 1978 ,  2.0, 11.8
 47 , 1979 ,  4.0, 22.0
 48 , 1980 , 13.0, 91.1
 49 , 1981 ,  6.0, 38.7
 50 , 1982 , 10.0, 71.2
 51 , 1983 , 34.0,218.7
 52 , 1984 , 15.0, 97.6
 53 , 1985 , 25.0,158.0
 54 , 1986 , 15.0,106.3
 55 , 1987 , 14.0, 80.2
 56 , 1988 , 15.0, 83.4
 57 , 1989 , 19.0,117.4
 58 , 1990 , 26.0,149.3
 59 , 1991 , 12.0, 65.7
 60 , 1992 ,  9.0, 58.7
 61 , 1993 , 14.0, 80.9
 62 , 1994 , 14.0, 76.4
 63 , 1995 , 16.0, 90.8
 64 , 1996 , 15.0,106.9
 65 , 1997 , 52.0,345.5
 66 , 1998 , 34.0,181.4
 67 , 1999 , 25.0,127.4
 68 , 2000 , 12.0, 72.4
 1 , 1915 ,  5.0, 33.4
 2 , 1921 ,  1.0,  6.4
 3 , 1927 ,  5.0, 31.7
 4 , 1930 ,  8.0, 51.2
 5 , 1932 ,  4.0, 21.2
 6 , 1935 ,  4.0, 19.2
 7 , 1937 ,  8.0, 50.0
 8 , 1938 ,  7.0, 44.6
 9 , 1939 ,  8.0, 49.6
 10 , 1940 , 10.0, 58.5
 11 , 1941 ,  1.0,  7.9
 12 , 1942 ,  8.0, 47.2
 13 , 1944 ,  1.0,  5.4
 14 , 1946 , 13.0, 80.4
 15 , 1947 ,  4.0, 20.0
 16 , 1949 ,  2.0, 12.8
 17 , 1950 ,  8.0, 51.6
 18 , 1951 ,  4.0, 23.2
 19 , 1952 ,  4.0, 28.8
 20 , 1953 , 13.0, 75.5
 21 , 1954 , 13.0, 75.3
 22 , 1955 , 14.0, 80.7
 23 , 1956 , 13.0, 79.2
 24 , 1957 , 36.0,202.7
 25 , 1958 ,  5.0, 34.3
 26 , 1959 , 12.0, 63.6
 27 , 1960 , 12.0, 73.2
 28 , 1961 , 17.0, 96.0
 29 , 1962 , 10.0, 70.3
 30 , 1963 ,  6.0, 39.3
 31 , 1964 , 12.0, 72.4
